Wall time,Step,Value
1715154243.1843717,725,0.04392978549003601
1715156492.055883,1451,0.042073339223861694
1715158731.3619785,2177,0.041760869324207306
1715160984.2919807,2903,0.042110100388526917
1715163244.2948582,3629,0.04253285378217697
1715165517.6479607,4355,0.042808566242456436
1715167772.1166556,5081,0.044003307819366455
1715170006.642672,5807,0.045767851173877716
1715172229.6457026,6533,0.04554728418588638
1715174428.8148925,7259,0.047734584659338
1715176626.5488944,7985,0.04727506637573242
1715178827.8790233,8711,0.04850657284259796
1715181005.8531802,9437,0.049425605684518814
1715183180.9053926,10163,0.04937046393752098
1715185354.6651404,10889,0.04846980795264244
1715187523.3633366,11615,0.047881629317998886
1715189685.6631851,12341,0.047311827540397644
1715191843.272928,13067,0.04782648757100105
1715193985.2771137,13793,0.04650307819247246
1715196123.2423172,14519,0.04692583531141281
1715198250.1370602,15245,0.046264130622148514
1715200363.8247578,15971,0.0460803247988224
1715202479.7574108,16697,0.04547376185655594
1715204594.1119063,17423,0.044150352478027344
1715206699.4710739,18149,0.04378274083137512
1715208813.6037858,18875,0.04369083791971207
1715210914.3722358,19601,0.04446282610297203
1715213023.5581803,20327,0.043837882578372955
1715215124.5565705,21053,0.0437459796667099
1715217223.5294921,21779,0.04315779730677605
1715219341.8863363,22505,0.041907913982868195
1715221508.9001062,23231,0.04273504391312599
1715223683.1278772,23957,0.04247771203517914
1715225886.4028456,24683,0.04194467514753342
1715228097.3009965,25409,0.04150353744626045
1715230307.2473931,26135,0.041374873369932175
1715232541.2948394,26861,0.04181601107120514
1715234790.2273223,27587,0.040327176451683044
1715237079.4506443,28313,0.03994118049740791
1715239365.6700997,29039,0.04183439165353775
1715241641.4949927,29765,0.041356492787599564
1715243924.5962625,30491,0.04056612402200699
1715246228.077142,31217,0.039481665939092636
1715248534.8157763,31943,0.04060288518667221
1715250860.2528062,32669,0.04047422111034393
1715253179.485603,33395,0.03937138244509697
1715255519.031737,34121,0.039610330015420914
1715257846.8991382,34847,0.04056612402200699
1715260194.7061038,35573,0.04073154926300049
1715262554.1039732,36299,0.03966547176241875
1715264904.736688,37025,0.038581013679504395
1715267251.047269,37751,0.03795607015490532
1715269589.5179257,38477,0.039316240698099136
1715271911.456033,39203,0.03994118049740791
1715274210.1487591,39929,0.038231778889894485
1715276502.7062383,40655,0.03900376707315445
1715278796.8850675,41381,0.039628710597753525
1715281073.1985962,42107,0.03850749135017395
1715283354.5709162,42833,0.03872805833816528
1715285600.2024527,43559,0.03848911076784134
1715287857.1115098,44285,0.038029592484235764
1715290105.750768,45011,0.03777226433157921
1715292355.9376497,45737,0.03826854005455971
1715294600.9954982,46463,0.03872805833816528
1715296838.3961866,47189,0.03740464895963669
1715299078.5349653,47915,0.037514932453632355
1715301344.3074558,48641,0.0370921790599823
1715303610.41932,49367,0.03738626837730408
1715305910.436768,50093,0.038231778889894485
1715308244.696559,50819,0.037367887794971466
1715310593.2427208,51545,0.036687806248664856
1715312986.4203832,52271,0.03738626837730408
1715315403.2540958,52997,0.03620990738272667
1715317856.9078178,53723,0.037735503166913986
1715320311.620955,54449,0.037882547825574875
1715322785.1995313,55175,0.03670618683099747
1715325257.2153559,55901,0.03698189556598663
1715327722.7694101,56627,0.03768036141991615
1715330177.0193908,57353,0.0372576043009758
1715332617.9793327,58079,0.0372576043009758
1715335098.8700354,58805,0.036687806248664856
1715337556.890545,59531,0.03731274604797363
1715340005.2930248,60257,0.037514932453632355
1715342440.2993715,60983,0.03711055964231491
1715344887.3588207,61709,0.03672456741333008
1715347329.888032,62435,0.036430474370718
1715349743.488354,63161,0.03696351498365402
1715352132.5494263,63887,0.03641209378838539
1715354493.8495867,64613,0.03580553084611893
1715356870.2520978,65339,0.03655913844704628
1715359249.4084752,66065,0.03624666854739189
1715361619.5584536,66791,0.035603344440460205
1715363985.2638814,67517,0.03617314621806145
1715366354.7441938,68243,0.03569524735212326
1715368710.2220578,68969,0.03622828796505928
1715371072.8405764,69695,0.03582391142845154
1715373425.240854,70421,0.035272493958473206
1715375751.7225127,71147,0.03622828796505928
1715378075.2533557,71873,0.035584963858127594
1715380392.1865163,72599,0.03540115803480148
